p1,p2,alpha,xi,n,niter,logbf,pm_alpha,pm_xi,chisq_stat,chisq_pvalue
0,1,0,0,10,28,4.972680933973148,0.07241787621211297,0.3491673458355954,0.4000000000000001,0.5270892568655381
0,1,0,0,10,29,5.2825311764312195,0.07548143627437842,0.33282974064027837,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,30,4.773581537147514,0.08107347575454202,0.33316132655015773,1.6,0.20590321073206835
0,1,0,0,10,31,3.9258609904750124,0.09075350780854088,0.323076069277,3.6000000000000005,0.05777957112359735
0,1,0,0,10,32,4.3031407590585555,0.06905674546068727,0.34194801183157275,1.6,0.20590321073206835
0,1,0,0,10,33,2.5567326249215556,0.09223643280816522,0.32911560897602044,6.400000000000001,0.01141203638600163
0,1,0,0,10,34,5.209208949829644,0.08027390992236358,0.33913729564213874,0.4000000000000001,0.5270892568655381
0,1,0,0,10,35,5.286985607518744,0.0781376219959941,0.3294353160095306,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,36,5.204248061714891,0.08001001155245649,0.3218546543267767,0.4000000000000001,0.5270892568655381
0,1,0,0,10,37,3.9181154162630705,0.08704840202156333,0.3396767589923266,3.6000000000000005,0.05777957112359735
0,1,0,0,10,38,5.213626892170433,0.07782989884542978,0.33231635851334357,0.4000000000000001,0.5270892568655381
0,1,0,0,10,39,5.206810481680695,0.08178021976171501,0.34531944016075217,0.4000000000000001,0.5270892568655381
0,1,0,0,10,40,4.784017543373803,0.08560818053474094,0.3242194074134611,1.6,0.20590321073206835
0,1,0,0,10,41,4.292389136661498,0.07045387151790894,0.3381377845419267,1.6,0.20590321073206835
0,1,0,0,10,42,4.982695700708023,0.07333856640252825,0.329925873121427,0.4000000000000001,0.5270892568655381
0,1,0,0,10,43,4.9550428247596585,0.07535172803587034,0.3338448482142389,0.4000000000000001,0.5270892568655381
0,1,0,0,10,44,5.212751023928053,0.07828538477465208,0.32738074943812634,0.4000000000000001,0.5270892568655381
0,1,0,0,10,45,4.977680875170315,0.0728003846860494,0.3416710036715274,0.4000000000000001,0.5270892568655381
0,1,0,0,10,46,5.1924030317061325,0.07973916410983016,0.32639185903767604,0.4000000000000001,0.5270892568655381
0,1,0,0,10,47,5.208377387641319,0.08151931372952989,0.3365068392766132,0.4000000000000001,0.5270892568655381
0,1,0,0,10,48,4.965326881733865,0.07381848559100068,0.3231254146099753,0.4000000000000001,0.5270892568655381
0,1,0,0,10,49,5.266258569228317,0.07806186240989042,0.33328247374299935,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,50,5.2030170122174795,0.08059625402265834,0.32067235838379804,0.4000000000000001,0.5270892568655381
0,1,0,0,10,51,4.769470555938943,0.08291009294034644,0.32112408921865687,1.6,0.20590321073206835
0,1,0,0,10,52,5.272094161354057,0.07736056929843081,0.34459721216072875,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,53,4.975648954917869,0.07407672236508865,0.3277296284493058,0.4000000000000001,0.5270892568655381
0,1,0,0,10,54,3.9177444100736842,0.09072635835670381,0.3385818882475448,3.6000000000000005,0.05777957112359735
0,1,0,0,10,55,4.788556660396353,0.08033131559707712,0.3327528227894763,1.6,0.20590321073206835
0,1,0,0,10,56,4.970405611139825,0.07216369679800284,0.3380173784280325,0.4000000000000001,0.5270892568655381
0,1,0,0,10,57,4.292045878767348,0.07219261095994163,0.3267202084858221,1.6,0.20590321073206835
0,1,0,0,10,58,5.273957375737995,0.074231352823713,0.3242652257947452,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,59,5.2150960405025835,0.08238271312139085,0.3411930012937091,0.4000000000000001,0.5270892568655381
0,1,0,0,10,60,4.969789351568425,0.07060674384121896,0.3371065702784532,0.4000000000000001,0.5270892568655381
0,1,0,0,10,61,4.323460982422352,0.06931450260733002,0.33057434753850323,1.6,0.20590321073206835
0,1,0,0,10,62,4.98117440643289,0.07408439782961533,0.32984846845628213,0.4000000000000001,0.5270892568655381
0,1,0,0,10,63,5.210012001516474,0.08320214849786728,0.33067648853894066,0.4000000000000001,0.5270892568655381
0,1,0,0,10,64,4.96360532292166,0.07276850601545677,0.33931858038234086,0.4000000000000001,0.5270892568655381
0,1,0,0,10,65,5.277273358988958,0.07618651811851472,0.3273522861538509,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,66,2.565065913555128,0.09145138407002994,0.3286609507072966,6.400000000000001,0.01141203638600163
0,1,0,0,10,67,5.2643368717017305,0.07444989542546002,0.34209497995298493,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,68,5.266336290463451,0.07642771064518197,0.3355124488502945,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,69,1.606551745707721,0.062231950110564566,0.3291516131612294,6.400000000000001,0.01141203638600163
0,1,0,0,10,70,5.269946022167982,0.07692332552670453,0.3296820073041252,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,71,5.0004644715750635,0.07330353594646428,0.3405386310202303,0.4000000000000001,0.5270892568655381
0,1,0,0,10,72,5.2800087057372895,0.07557442404528832,0.3395082794670785,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,73,4.966940206362341,0.07351328733147221,0.33051481933273846,0.4000000000000001,0.5270892568655381
0,1,0,0,10,74,5.197205518493931,0.08038310871630458,0.3421967359846005,0.4000000000000001,0.5270892568655381
0,1,0,0,10,75,4.964777478051834,0.0748440014882762,0.3364156155498176,0.4000000000000001,0.5270892568655381
0,1,0,0,10,76,5.216281992230434,0.08137506604120236,0.3256448071620864,0.4000000000000001,0.5270892568655381
0,1,0,0,10,77,5.262650397991015,0.07644426500342714,0.33050208696219524,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,78,5.219405725398839,0.08233173946116747,0.3322483315114686,0.4000000000000001,0.5270892568655381
0,1,0,0,10,79,3.94530390974911,0.08493134876773527,0.3341530958565375,3.6000000000000005,0.05777957112359735
0,1,0,0,10,80,5.269913041920598,0.07421523955167658,0.3425351423682376,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,81,4.967353871656645,0.07250583102338547,0.3305266146454559,0.4000000000000001,0.5270892568655381
0,1,0,0,10,82,5.270628741508447,0.07594660870987635,0.33025723015090663,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,83,5.273100119206653,0.07553227719105463,0.3328872403234908,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,84,5.229980153096239,0.08138904128074322,0.3319929054610299,0.4000000000000001,0.5270892568655381
0,1,0,0,10,85,4.306723009876308,0.06756934681349128,0.34272876510567873,1.6,0.20590321073206835
0,1,0,0,10,86,5.290778458868183,0.0797457228540977,0.3283793791652087,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,87,5.214927568430684,0.07927019902746814,0.32370665755383626,0.4000000000000001,0.5270892568655381
0,1,0,0,10,88,5.27470049569329,0.07687305574436737,0.3331965314367686,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,89,5.256045490735071,0.07735762291729356,0.3347002476940932,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,90,4.778347945480217,0.08361346362188209,0.3435195689117922,1.6,0.20590321073206835
0,1,0,0,10,91,4.754798315648703,0.083574196646871865,0.3482527439430472,1.6,0.20590321073206835
0,1,0,0,10,92,5.26383533842361,0.07653559177877313,0.3382376464172452,3.155443620884048e-31,0.9999999999999996
0,1,0,0,10,93,4.290125381031952,0.06940672340692824,0.33057381996607543,1.6,0.20590321073206835
0,1,0,0,10,94,4.30228115846836,0.06839660510057122,0.33078284964403565,1.6,0.20590321073206835
0,1,0,0,10,95,4.7705864276204775,0.08426978470624423,0.33431290929140706,1.6,0.20590321073206835
0,1,0,0,10,96,4.958009953985636,0.07377539855276821,0.35322194274588514,0.4000000000000001,0.5270892568655381
0,1,0,0,10,97,4.972740835907286,0.07360894934457636,0.3351559237282338,0.4000000000000001,0.5270892568655381
0,1,0,0,10,98,5.212428185911607,0.07936251112155222,0.3289531766884547,0.4000000000000001,0.5270892568655381
0,1,0,0,10,99,3.926246723423545,0.0896437651053432,0.33436724209246016,3.6000000000000005,0.05777957112359735
0,1,0,0,10,100,4.30993201759418,0.07136259365064863,0.338645777372241,1.6,0.20590321073206835
0,1,0,0,100,1,10.718428277067925,0.02971155146284931,0.3410907154315727,0.6400000000000001,0.4237107971667934
0,1,0,0,100,2,11.272908316184493,0.03924710677899873,0.3337085656094503,0.16000000000000003,0.6891565167793516
0,1,0,0,100,3,10.738001038250383,0.027889108061616038,0.344760135159537,0.6400000000000001,0.4237107971667934
0,1,0,0,100,4,10.237670405464272,0.027906906567962866,0.3226726850182865,1.4400000000000004,0.23013934044341652
0,1,0,0,100,5,11.042883790832693,0.030231099302738925,0.3196401328070911,0.16000000000000003,0.6891565167793516
0,1,0,0,100,6,11.157883124265368,0.030614317492570844,0.3416004659366062,0.04000000000000001,0.841480581121794
0,1,0,0,100,7,9.544190198351577,0.05407802712241973,0.3354936586351652,4.840000000000002,0.02780689502699727
0,1,0,0,100,8,10.888666761329695,0.043343498000884835,0.31644767780573846,1.4400000000000004,0.23013934044341652
0,1,0,0,100,9,10.906991551489018,0.028692856050682513,0.3324399912606911,0.3600000000000001,0.5485062355001471
0,1,0,0,100,10,10.235257909040781,0.025610833991208795,0.33919714394275863,1.4400000000000004,0.23013934044341652
0,1,0,0,100,11,11.235434766889455,0.03658317198311052,0.3245966051637193,0.16000000000000003,0.6891565167793516
0,1,0,0,100,12,9.563379041942891,0.056184904299035554,0.34758928418409335,4.840000000000002,0.02780689502699727
0,1,0,0,100,13,11.230411892980449,0.031439927675849764,0.3341960972439322,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,14,11.222779129799074,0.0371097194258309,0.3328118597256822,0.3600000000000001,0.5485062355001471
0,1,0,0,100,15,11.263818178381815,0.035443371556288995,0.3410343361832947,0.16000000000000003,0.6891565167793516
0,1,0,0,100,16,11.270451435354403,0.03317022405569492,0.3376344597443667,0.04000000000000001,0.841480581121794
0,1,0,0,100,17,11.012498428553656,0.04084139897073987,0.3424777229733629,1.0000000000000002,0.3173105078629141
0,1,0,0,100,18,11.263859112107571,0.03580452801001472,0.32563864248902014,0.04000000000000001,0.841480581121794
0,1,0,0,100,19,11.148442618690606,0.04043070769199845,0.32464534051032834,0.6400000000000001,0.4237107971667934
0,1,0,0,100,20,11.257419947988101,0.03548496395821507,0.33472775290971374,0.16000000000000003,0.6891565167793516
0,1,0,0,100,21,10.245934001490031,0.02414956613939526,0.31736069187615273,1.4400000000000004,0.23013934044341652
0,1,0,0,100,22,11.089100988010085,0.031588394005172916,0.33027572239898106,0.16000000000000003,0.6891565167793516
0,1,0,0,100,23,8.83129790428671,0.02375989905565622,0.33207985029739456,4.000000000000001,0.04550026389635841
0,1,0,0,100,24,11.163377497076421,0.0312339801121762,0.3217634858509489,0.04000000000000001,0.841480581121794
0,1,0,0,100,25,10.8630123221202,0.04293303508511406,0.33660817814881194,1.4400000000000004,0.23013934044341652
0,1,0,0,100,26,10.249647241340902,0.025618945236133093,0.3299473373200999,1.4400000000000004,0.23013934044341652
0,1,0,0,100,27,11.139121154321934,0.04018357683866911,0.3297414201154488,0.6400000000000001,0.4237107971667934
0,1,0,0,100,28,11.209300111792007,0.038893529320960636,0.34478968822222333,0.3600000000000001,0.5485062355001471
0,1,0,0,100,29,10.696003860413711,0.04601574305034246,0.34562561284851867,1.9600000000000006,0.16151331846754197
0,1,0,0,100,30,11.022013269758315,0.041637090242346374,0.3322440425847583,1.0000000000000002,0.3173105078629141
0,1,0,0,100,31,11.140242563482335,0.03933809352030261,0.32400997860581465,0.6400000000000001,0.4237107971667934
0,1,0,0,100,32,10.515301544602341,0.02584669561164423,0.34100741592916856,1.0000000000000002,0.3173105078629141
0,1,0,0,100,33,10.700412810816061,0.029890505468408997,0.34034513024453156,0.6400000000000001,0.4237107971667934
0,1,0,0,100,34,11.24316556271695,0.037636553378138614,0.3451773537811165,0.16000000000000003,0.6891565167793516
0,1,0,0,100,35,11.128870012341425,0.04194513725628289,0.3389934069413651,0.6400000000000001,0.4237107971667934
0,1,0,0,100,36,11.171734400330482,0.03242218360490222,0.339096214129885,0.04000000000000001,0.841480581121794
0,1,0,0,100,37,10.868331783883537,0.042808854752833914,0.34226840040612905,1.4400000000000004,0.23013934044341652
0,1,0,0,100,38,11.152217265856113,0.033545929953285335,0.3450898505577336,0.04000000000000001,0.841480581121794
0,1,0,0,100,39,10.498828916501028,0.027588212656889526,0.3325421546795927,1.0000000000000002,0.3173105078629141
0,1,0,0,100,40,11.263517628964339,0.03424224113205055,0.33592323454079953,0.04000000000000001,0.841480581121794
0,1,0,0,100,41,10.179298964342859,0.05043280114279944,0.33167922807690725,3.240000000000001,0.07186063822585174
0,1,0,0,100,42,11.168187245936485,0.03240482751864497,0.319155046889331,0.04000000000000001,0.841480581121794
0,1,0,0,100,43,11.043930232740484,0.029946040840344534,0.33694570664023066,0.16000000000000003,0.6891565167793516
0,1,0,0,100,44,11.255699812984016,0.03732534521636316,0.34079273844607666,0.16000000000000003,0.6891565167793516
0,1,0,0,100,45,11.238918733527981,0.033388924895433804,0.3316531755152198,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,46,11.036584895272796,0.030908999136963246,0.3491705358768388,0.16000000000000003,0.6891565167793516
0,1,0,0,100,47,11.253286133452477,0.034784137829708184,0.3331183284977294,0.16000000000000003,0.6891565167793516
0,1,0,0,100,48,10.684273578497441,0.046514641780901624,0.3443420640331166,1.9600000000000006,0.16151331846754197
0,1,0,0,100,49,8.318801254562,0.06709733890008328,0.3280011392972133,7.8400000000000025,0.005110260660855868
0,1,0,0,100,50,9.640805114243971,0.024809062798335987,0.3233130465694756,2.5600000000000005,0.10959858339911598
0,1,0,0,100,51,10.505468014099698,0.027118994389092047,0.33037558189163463,1.0000000000000002,0.3173105078629141
0,1,0,0,100,52,10.758008977346352,0.026902762635477678,0.33061692729596703,0.6400000000000001,0.4237107971667934
0,1,0,0,100,53,10.736891837892678,0.029093659379740337,0.3415513702873136,0.6400000000000001,0.4237107971667934
0,1,0,0,100,54,11.264693417941313,0.03478234283119018,0.3399774829836657,0.04000000000000001,0.841480581121794
0,1,0,0,100,55,11.267244493040721,0.034897891664535906,0.3419837643413995,0.04000000000000001,0.841480581121794
0,1,0,0,100,56,10.257666610524161,0.02471764622121377,0.3275249590988514,1.4400000000000004,0.23013934044341652
0,1,0,0,100,57,10.919233257497503,0.029669324809350264,0.3450761193125876,0.3600000000000001,0.5485062355001471
0,1,0,0,100,58,10.461137624012558,0.048942883146229986,0.3256918280284859,2.5600000000000005,0.10959858339911598
0,1,0,0,100,59,11.23660787927265,0.03408002605577443,0.32287181402714993,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,60,8.341175654728161,0.022269571600756256,0.3260975911186808,4.840000000000002,0.02780689502699727
0,1,0,0,100,61,11.175673280690607,0.03185283555549958,0.339904730995706,0.04000000000000001,0.841480581121794
0,1,0,0,100,62,11.228564546866377,0.03284012291116444,0.3270341922353379,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,63,10.460928541888368,0.04665792474449954,0.32501592060171874,2.5600000000000005,0.10959858339911598
0,1,0,0,100,64,11.154059174491277,0.03175051212225608,0.32942097152351424,0.04000000000000001,0.841480581121794
0,1,0,0,100,65,11.267094561341311,0.036654191525371006,0.34514961019764034,0.04000000000000001,0.841480581121794
0,1,0,0,100,66,9.92252459719833,0.02647386464429138,0.34987215438578795,1.9600000000000006,0.16151331846754197
0,1,0,0,100,67,11.052548300220343,0.03123819487895448,0.327639306785037,0.16000000000000003,0.6891565167793516
0,1,0,0,100,68,10.749435584475025,0.026303123025634093,0.34420048400194037,0.6400000000000001,0.4237107971667934
0,1,0,0,100,69,9.610326924220935,0.024846526298090116,0.33076847309906005,2.5600000000000005,0.10959858339911598
0,1,0,0,100,70,10.246999691184563,0.026269255730731564,0.33690277834935073,1.4400000000000004,0.23013934044341652
0,1,0,0,100,71,11.048278073327602,0.03207967823072119,0.3393227695421093,0.16000000000000003,0.6891565167793516
0,1,0,0,100,72,11.119310242767087,0.040835273663663726,0.33147324492374763,0.6400000000000001,0.4237107971667934
0,1,0,0,100,73,10.683804905958258,0.04606679981199191,0.3355543758019448,1.9600000000000006,0.16151331846754197
0,1,0,0,100,74,11.2657924731441,0.036154933350084795,0.33898808635783023,0.16000000000000003,0.6891565167793516
0,1,0,0,100,75,11.213750793261724,0.03787241796682412,0.33570864480238344,0.3600000000000001,0.5485062355001471
0,1,0,0,100,76,11.216926795236393,0.034953426264535896,0.3449078895849566,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,77,11.153389073024632,0.033586490792494095,0.32597574875339186,0.04000000000000001,0.841480581121794
0,1,0,0,100,78,11.045460598742284,0.04024947414957101,0.3372789360704449,1.0000000000000002,0.3173105078629141
0,1,0,0,100,79,11.256731677435834,0.03715110640075536,0.32488931068631205,0.16000000000000003,0.6891565167793516
0,1,0,0,100,80,9.601894695018885,0.02581374111658655,0.33378950898752957,2.5600000000000005,0.10959858339911598
0,1,0,0,100,81,11.270314019853611,0.038275045143831614,0.3275261623095558,0.16000000000000003,0.6891565167793516
0,1,0,0,100,82,11.264208433421167,0.03523242013454821,0.32819513387903515,0.04000000000000001,0.841480581121794
0,1,0,0,100,83,10.682809167964674,0.04608758827201019,0.3302854710710977,1.9600000000000006,0.16151331846754197
0,1,0,0,100,84,11.22786120771833,0.031478574983086066,0.33589325099449363,8.077935669463164e-30,0.9999999999999978
0,1,0,0,100,85,10.930502242162849,0.03005211059243084,0.3535191804447157,0.3600000000000001,0.5485062355001471
0,1,0,0,100,86,9.953557461711506,0.02439886143212649,0.3361445925062587,1.9600000000000006,0.16151331846754197
0,1,0,0,100,87,10.513262445407566,0.02709963277572879,0.31702071981803587,1.0000000000000002,0.3173105078629141
0,1,0,0,100,88,9.54919667240853,0.05255043680418402,0.3422228537892652,4.840000000000002,0.02780689502699727
0,1,0,0,100,89,11.022277271545715,0.04415146321387409,0.34117610654823255,1.0000000000000002,0.3173105078629141
0,1,0,0,100,90,11.222781658209659,0.03737420953339993,0.3288980588868652,0.3600000000000001,0.5485062355001471
0,1,0,0,100,91,10.918915924141743,0.029500154505335757,0.3351847137889151,0.3600000000000001,0.5485062355001471
0,1,0,0,100,92,11.16501387530133,0.03097288025997754,0.33134931973005244,0.04000000000000001,0.841480581121794
0,1,0,0,100,93,10.524127168620115,0.02802333204447417,0.34062294930554665,1.0000000000000002,0.3173105078629141
0,1,0,0,100,94,11.263382009899892,0.033932750611602454,0.3353332963101116,0.04000000000000001,0.841480581121794
0,1,0,0,100,95,11.247723202407922,0.037230229167116775,0.34299199135633907,0.3600000000000001,0.5485062355001471
0,1,0,0,100,96,10.73668338022407,0.028499097387985405,0.3400128086040118,0.6400000000000001,0.4237107971667934
0,1,0,0,100,97,11.27112532189308,0.03489818759905808,0.3384902766208453,0.16000000000000003,0.6891565167793516
0,1,0,0,100,98,10.233291305351631,0.02691472438329346,0.34420671566542355,1.4400000000000004,0.23013934044341652
0,1,0,0,100,99,11.147340985239008,0.0331077030160469,0.3447207176407247,0.04000000000000001,0.841480581121794
0,1,0,0,100,100,11.214398447262328,0.038371373791195144,0.31940029724511465,0.3600000000000001,0.5485062355001471
0,1,0,0,1000,1,16.374669081663644,0.0041064713915798775,0.3200214142105768,0.19600000000000006,0.6579690900638204
0,1,0,0,1000,2,16.381294572212376,0.0041362684948331166,0.34959044331719413,0.19600000000000006,0.6579690900638204
0,1,0,0,1000,3,16.0191660488419,0.004133267535597801,0.33016077934079596,1.1560000000000001,0.2822966525833144
0,1,0,0,1000,4,16.192701297522447,0.0038050380025405456,0.332885853358317,0.4000000000000001,0.5270892568655381
0,1,0,0,1000,5,15.18286196250535,0.004530833352688151,0.3440397485819787,2.9160000000000004,0.08770502998202373
0,1,0,0,1000,6,14.956182252725712,0.004984470877821162,0.34000793230629034,3.3640000000000008,0.06663602844578978
0,1,0,0,1000,7,14.626527454016225,0.00510068010447944,0.3316716213219868,4.096000000000001,0.04298479507085855
0,1,0,0,1000,8,16.14514181206324,0.0041866546038927316,0.3360680009704892,0.7840000000000003,0.3759205825480746
0,1,0,0,1000,9,16.354198522843163,0.003780036949352529,0.3184792321340874,0.10000000000000003,0.7518296340458493
0,1,0,0,1000,10,16.42685127517668,0.00365021364517813,0.31986778305323316,0.004000000000000001,0.9495709711511051
0,1,0,0,1000,11,16.424522078743323,0.004018925882907113,0.3487822203912931,0.10000000000000003,0.7518296340458493
0,1,0,0,1000,12,16.13412908732487,0.004324245786365721,0.3412131500016816,0.7840000000000003,0.3759205825480746
0,1,0,0,1000,13,16.375761756319235,0.0037543117044571686,0.3321574140167013,0.10000000000000003,0.7518296340458493
0,1,0,0,1000,14,16.34339307943195,0.004063233135993609,0.3267492877122436,0.25600000000000006,0.6128816234132364
0,1,0,0,1000,15,16.446442812401166,0.003897103176583213,0.3282765078580731,0.016000000000000004,0.8993431885613663
0,1,0,0,1000,16,15.45658374453204,0.004382034356465769,0.3273583159265043,2.3040000000000003,0.129041305099468
0,1,0,0,1000,17,15.913786893561007,0.004751729093798215,0.3119224696525057,1.2960000000000003,0.25494516431732117
0,1,0,0,1000,18,16.341513789672657,0.0040048946073608345,0.33806481996644544,0.32400000000000007,0.5692136494737109
0,1,0,0,1000,19,16.445501462898584,0.003921267430065047,0.33475548781226494,5.169878828456424e-29,0.9999999999999942
0,1,0,0,1000,20,16.1136207724534,0.0035535938448674927,0.338336623690113,0.4840000000000001,0.4866160457640505
0,1,0,0,1000,21,14.102979048670997,0.004903873264826153,0.31974455786283584,5.184000000000001,0.022795786973538873
0,1,0,0,1000,22,16.459441685299797,0.003530986724816528,0.3396771160072175,0.004000000000000001,0.9495709711511051
0,1,0,0,1000,23,16.43789031219389,0.004004582916385227,0.3291596166146899,0.06400000000000002,0.8002819583293616
0,1,0,0,1000,24,16.08913230642625,0.0038004495195602616,0.34629863139929057,0.5760000000000001,0.44788447826411193
0,1,0,0,1000,25,16.014974120560304,0.004533226956331686,0.3192773615545859,1.024,0.31157207331440845
0,1,0,0,1000,26,16.443991010892013,0.003922411512850554,0.3417516196569979,0.016000000000000004,0.8993431885613663
0,1,0,0,1000,27,16.44350387939449,0.0036667099247173172,0.34271021332789847,0.004000000000000001,0.9495709711511051
0,1,0,0,1000,28,13.915743120422697,0.0029966014337785628,0.3280441683489286,4.6240000000000006,0.03152763431172026
0,1,0,0,1000,29,16.39668259354397,0.004100491117554693,0.3251262271432905,0.14400000000000002,0.7043364134884518
0,1,0,0,1000,30,16.384337209828622,0.003836626650898982,0.33413400080045136,0.19600000000000006,0.6579690900638204
0,1,0,0,1000,31,16.192680099571326,0.004279319356960264,0.3463238787578056,0.6760000000000002,0.41096752208833603
0,1,0,0,1000,32,15.9824668490822,0.004143894500734332,0.3146232252661747,1.024,0.31157207331440845
0,1,0,0,1000,33,15.051943647375833,0.003555401211875063,0.32528125139933917,2.5000000000000004,0.11384629800665809
0,1,0,0,1000,34,15.952618308707645,0.0042795201516389715,0.33017641531475295,1.2960000000000003,0.25494516431732117
0,1,0,0,1000,35,15.743090095898076,0.0036542284470368674,0.3243337966710643,1.1560000000000001,0.2822966525833144
0,1,0,0,1000,36,16.46364398994658,0.004019548106822707,0.33401345960508527,0.004000000000000001,0.9495709711511051
0,1,0,0,1000,37,16.157635671568627,0.0039048728592576613,0.3449907178363716,0.7840000000000003,0.3759205825480746
0,1,0,0,1000,38,15.846484772611959,0.0045402483912713645,0.31371620433470726,1.4440000000000004,0.22949314873258356
0,1,0,0,1000,39,15.258693363287104,0.004875151676833234,0.3217421619535713,2.7040000000000006,0.10009682885123207
0,1,0,0,1000,40,15.83366609962155,0.003665229591908364,0.3405234797225967,1.024,0.31157207331440845
0,1,0,0,1000,41,15.843859628821196,0.004438838721352835,0.33469718004631877,1.4440000000000004,0.22949314873258356
0,1,0,0,1000,42,15.049728665631628,0.0032642372497332325,0.33536003126016706,2.5000000000000004,0.11384629800665809
0,1,0,0,1000,43,16.430185498621466,0.0038453151512459907,0.3311691721396222,0.036000000000000004,0.8495154923650348
0,1,0,0,1000,44,16.317207462231547,0.003581641830791173,0.33226494015265073,0.19600000000000006,0.6579690900638204
0,1,0,0,1000,45,16.40805769394576,0.003874807984988611,0.3429152259510732,0.19600000000000006,0.6579690900638204
0,1,0,0,1000,46,16.438959023990435,0.0036349063007767453,0.32844531403022476,5.169878828456424e-29,0.9999999999999942
0,1,0,0,1000,47,14.205673566900494,0.005178584896469927,0.3434067482990871,4.900000000000001,0.026856695507524425
0,1,0,0,1000,48,16.39499789377667,0.00365589423482382,0.3487530881143616,0.036000000000000004,0.8495154923650348
