"","p1","p2","alpha","xi","n","rd","seed","logbf","pm_alpha","pm_xi","chisq_stat","chisq_pvalue"
"6376",0,1,0,0,100,10,28,10.1487455456858,0.074474000908391,0.336448006867328,Inf,0
"6377",0,2,0.0833333333333333,0,1000,10,93,12.1171846653092,0.106553257127212,0.0713963088568863,Inf,0
"6378",1,1,0,0.333333333333333,100,10,52,7.29955331311842,0.0553224027511856,0.336542490981885,Inf,0
"6379",0,1,0,0.333333333333333,1000,10,58,12.9464848496359,0.0235978310861135,0.32390652785858,Inf,0
"6380",2,2,0.166666666666667,0.166666666666667,10,10,89,1.77382485943116,0.0784891126522266,0.428267521064966,2.65,0.617991879881754
"6381",0,2,0.166666666666667,0.166666666666667,1000,100,27,13.9269344838635,0.107085131060969,0.0649639895087051,Inf,0
"6382",0,2,0.166666666666667,0.333333333333333,10,100,43,4.2053685787076,0.0790220423991758,0.38115076802699,0.35,0.839457020769207
"6383",0,2,0,0,1000,100,17,14.5873225074179,0.0834667029811016,0.130547229763435,Inf,0
"6384",0,2,0,0.333333333333333,100,100,47,8.16657560090778,0.0806211461560742,0.380579239945455,6.51499999999999,0.0384844890763722
"6385",0,1,0.166666666666667,0,10,100,6,4.41148841919357,0.0873227760644322,0.331605824761934,Inf,0
"6386",1,1,0.166666666666667,0.333333333333333,10,10,41,2.95098868664551,0.0839779651367579,0.33625218578418,1.2,0.548811636094026
"6387",0,1,0.0833333333333333,0.333333333333333,100,10,28,10.3736143902592,0.0474737692027146,0.339423634779568,Inf,0
"6388",2,2,0,0.333333333333333,100,100,15,4.71804176407858,0.0687362098970253,0.66491868367017,7.32500000000001,0.119678270603691
"6389",0,2,0.166666666666667,0,10,10,9,1.28383448000049,0.0864377652880561,0.293873487221024,Inf,0
"6390",2,2,0,0.333333333333333,100,100,80,6.18392829996088,0.0800376252940909,0.368453417299977,0.879999999999999,0.927412446359724
"6391",2,2,0.166666666666667,0,1000,10,35,1.5142755698912,0.143400425978089,0.0266392038539985,388.8085,7.28183731014549e-83
"6392",0,1,0.0833333333333333,0.333333333333333,1000,10,5,13.3539846834842,0.0530575121401389,0.333719323222732,Inf,0
"6393",0,2,0.166666666666667,0.166666666666667,100,10,54,7.5950661091876,0.0892893938236779,0.184775690729698,Inf,0
"6394",1,2,0.0833333333333333,0.166666666666667,10,10,5,2.4453835001062,0.0810997768258888,0.326414649468036,2,0.57240670447088
"6395",2,2,0.166666666666667,0,1000,10,65,5.15301972639418,0.143396871426877,0.0276151874775059,412.802,4.76426035670128e-88
"6396",0,2,0.0833333333333333,0,10,100,45,3.73264977948777,0.087335603158723,0.240083682138298,1.55,0.460703780998966
"6397",1,2,0.166666666666667,0,1000,100,72,7.44858295991526,0.142267923528232,0.0410211268009978,Inf,0
"6398",1,1,0,0.166666666666667,1000,10,55,9.64556595785484,0.0526688687823468,0.328291001563469,Inf,0
"6399",1,2,0.0833333333333333,0.333333333333333,1000,100,34,10.590668119793,0.0725316833231022,0.348861353934959,Inf,0
"6400",1,2,0.0833333333333333,0,10,10,24,2.15160421348947,0.0809891885946765,0.378266795276616,2.96,0.397833594656797
"6401",1,2,0,0.333333333333333,100,10,96,5.80041148978239,0.0769704054916594,0.429123510876915,Inf,0
"6402",1,1,0.166666666666667,0.166666666666667,100,10,64,5.59175360697205,0.102089740736685,0.339581664240902,Inf,0
"6403",2,2,0.0833333333333333,0.166666666666667,10,100,1,0.12098304607192,0.0953249664279907,0.137797313134663,14.65,0.00548500669785527
"6404",0,1,0.166666666666667,0.166666666666667,10,100,45,5.18554271069323,0.0790247343883883,0.329052127035357,0.4,0.527089256865538
"6405",1,1,0.166666666666667,0.166666666666667,100,10,60,5.58929881233851,0.0769983858212905,0.334995972235661,Inf,0
"6406",1,2,0.0833333333333333,0.166666666666667,10,100,6,3.39642019140887,0.0831375557335812,0.33382419056747,0.56,0.905525210355113
"6407",1,1,0.0833333333333333,0.333333333333333,1000,100,85,12.271304139415,0.0797311978263009,0.329562081641373,Inf,0
"6408",0,1,0,0.166666666666667,1000,100,58,12.4331830458,0.00516568225285251,0.339103200839801,Inf,0
"6409",2,2,0.166666666666667,0.166666666666667,100,10,52,3.71619876643433,0.0940864446965044,0.132620275782678,26.945,2.03944102292987e-05
"6410",1,1,0.0833333333333333,0.166666666666667,10,10,52,2.8848789494847,0.0808474517764358,0.331481703629652,Inf,0
"6411",1,1,0.166666666666667,0.333333333333333,10,100,48,1.07939939715275,0.107395168613891,0.332936604442735,Inf,0
"6412",1,1,0.166666666666667,0,10,100,52,1.73650256463799,0.107659696498978,0.337054523814374,Inf,0
"6413",1,2,0.0833333333333333,0.166666666666667,1000,10,74,9.3733413352852,0.0827685204200564,0.225976710503994,Inf,0
"6414",0,2,0,0.166666666666667,1000,10,40,12.6645841629479,0.0815080482480171,0.328058995084981,Inf,0
"6415",0,2,0.166666666666667,0,10,100,47,2.38417336075123,0.0921906754543384,0.190999402889631,8,0.0183156388887342
"6416",1,2,0,0,10,10,75,2.73833374476039,0.0796837340214336,0.362048896707884,0.0799999999999997,0.994124368210494
"6417",0,2,0,0.166666666666667,1000,100,37,13.7666542723955,0.0841317527623666,0.283497636576552,Inf,0
"6418",1,2,0.166666666666667,0.166666666666667,100,100,84,6.65508952111344,0.0667076039583307,0.250312019180838,3.728,0.292372745547027
"6419",1,1,0,0,100,10,91,4.95119124911866,0.0448588413839781,0.336661038541425,Inf,0
"6420",2,2,0.0833333333333333,0.166666666666667,100,10,83,2.57183153627085,0.0854701761666858,0.214063855917922,21.205,0.000288366185550138
"6421",0,2,0.166666666666667,0.333333333333333,1000,10,34,13.0066818446817,0.0810292664321609,0.237180537140385,Inf,0
"6422",1,2,0.166666666666667,0,10,100,95,2.43974784275853,0.0902211680463939,0.239766823463593,4.4,0.221385387189488
"6423",0,2,0.0833333333333333,0.166666666666667,10,100,5,4.10745046469708,0.0817433315778021,0.363199194886678,0.2,0.90483741803596
"6424",0,2,0.0833333333333333,0.166666666666667,10,100,72,4.05398727406666,0.0864881000672271,0.251956724977341,1.55,0.460703780998966
"6425",0,2,0,0.166666666666667,1000,100,88,14.7263723254114,0.0803979106537068,0.239602902064117,Inf,0
"6426",2,2,0,0.166666666666667,100,100,13,5.97415413470719,0.085962294569661,0.262631633202696,4.40499999999999,0.353961104842466
"6427",2,2,0,0.333333333333333,100,100,62,5.72526708386397,0.0785519556984387,0.454032583008432,1.12,0.891086139604151
"6428",0,2,0.166666666666667,0,100,10,58,6.45237961208991,0.103895949999175,0.102992291081758,Inf,0
"6429",0,1,0.0833333333333333,0.166666666666667,100,100,24,10.6240964944995,0.110052038086837,0.335617504286372,Inf,0
"6430",0,1,0.0833333333333333,0.166666666666667,10,10,92,4.80285985769923,0.0793067294350081,0.33407916570581,3.15544362088405e-31,1
"6431",0,2,0.0833333333333333,0,10,100,88,3.28963142904846,0.0882612797261096,0.233237026093525,3.95,0.138761312242955
"6432",0,1,0,0,10,10,19,3.92737864559917,0.0842782263305406,0.332372176029,Inf,0
"6433",1,1,0,0,10,100,41,4.06835371129493,0.0783049290150694,0.33290387534086,0.2,0.90483741803596
"6434",0,1,0,0.166666666666667,100,10,82,10.0386086042517,0.0717494484661952,0.334125684229127,Inf,0
"6435",0,1,0.0833333333333333,0.333333333333333,100,100,2,11.2500048104939,0.0412790398788846,0.332977410024683,Inf,0
"6436",2,2,0.166666666666667,0.166666666666667,100,100,54,4.99444233309765,0.0906177713219987,0.149128709068457,15.805,0.00329230331362607
"6437",0,2,0,0.333333333333333,100,10,46,8.30305237854421,0.0875854312784575,0.199365818234674,Inf,0
"6438",1,1,0,0,10,10,37,3.03830368505263,0.0764286826799255,0.333830230614315,1.2,0.548811636094026
"6439",0,1,0.166666666666667,0.166666666666667,10,10,19,3.90315274854995,0.078328830240262,0.331476173467469,Inf,0
"6440",0,1,0,0,1000,10,53,15.610208328198,0.0301087829348483,0.337326299431317,Inf,0
"6441",0,1,0,0,1000,10,80,15.5456184021052,0.0221578915750598,0.339387228722242,Inf,0
"6442",0,2,0.0833333333333333,0,1000,10,100,10.8316065027673,0.116782520279423,0.0556349150082808,Inf,0
"6443",0,1,0,0.166666666666667,10,100,70,5.27140002447393,0.0756386141825476,0.335060257701264,3.15544362088405e-31,1
"6444",0,2,0.166666666666667,0.166666666666667,10,100,71,3.31098437417091,0.0916553692847476,0.192732385106646,4.4,0.110803158362334
"6445",1,2,0.166666666666667,0,1000,10,49,5.00653561589797,0.137455262542577,0.0689598631915475,Inf,0
"6446",1,1,0.0833333333333333,0,1000,100,47,9.99921288346422,0.0716534117492085,0.340688625138341,Inf,0
"6447",1,2,0.166666666666667,0.333333333333333,100,10,37,6.07447805324642,0.0811597410222152,0.302067931851348,Inf,0
"6448",1,2,0,0,100,100,39,4.81314435791251,0.0860039767361494,0.147622120986569,15.296,0.00158039708982063
"6449",0,1,0.0833333333333333,0,100,10,96,9.74353368062225,0.0905906680327131,0.336093200307148,Inf,0
"6450",1,2,0.0833333333333333,0.333333333333333,10,10,87,2.36335392249983,0.0837994069019441,0.32954242937933,2,0.57240670447088
"6451",0,2,0.0833333333333333,0.166666666666667,100,10,69,7.61309220956142,0.0821138607393808,0.30594419720021,Inf,0
"6452",2,2,0.0833333333333333,0.333333333333333,10,10,86,2.5169801825049,0.0755641471758845,0.466680677053498,1.7,0.790717624105144
"6453",0,1,0,0,10,10,18,3.82242461372721,0.0826610380327527,0.338306610827103,Inf,0
"6454",0,2,0.166666666666667,0.333333333333333,100,100,86,9.10525030539532,0.0808387672761446,0.30419839502281,Inf,0
"6455",0,2,0.0833333333333333,0.166666666666667,100,100,38,9.59363573827602,0.088039093255021,0.17771454989961,Inf,0
"6456",2,2,0,0.166666666666667,1000,100,83,9.06389678203413,0.0815855650837998,0.339229225796599,24.4105,6.60805885470551e-05
"6457",1,1,0.166666666666667,0.166666666666667,10,100,86,3.25630908993339,0.0706199316253967,0.339433130418059,1.8,0.406569659740599
"6458",1,2,0.166666666666667,0.166666666666667,1000,10,97,7.15597286968659,0.141337640051318,0.0588679781193439,Inf,0
"6459",0,1,0.0833333333333333,0.333333333333333,100,100,41,11.161641130716,0.0624301470885642,0.327588133760117,Inf,0
"6460",1,1,0.166666666666667,0.166666666666667,100,100,92,5.23210615300667,0.131210516378938,0.323279572469504,Inf,0
"6461",1,2,0,0.333333333333333,1000,10,56,4.29453620288905,0.0189584402950236,0.331146145328829,Inf,0
"6462",2,2,0.0833333333333333,0.166666666666667,10,100,34,1.96948331455829,0.0842740055145585,0.295890653197609,4.85,0.303037557719149
"6463",1,2,0.0833333333333333,0,10,100,25,2.95995741190898,0.075799691767375,0.38060152340941,2,0.57240670447088
"6464",0,1,0.0833333333333333,0,100,100,34,10.7288073453308,0.10481176873767,0.339957891259162,Inf,0
"6465",2,2,0.166666666666667,0,10,100,48,1.11242907692891,0.0923844191737427,0.17291803316774,7,0.135888225400433
"6466",0,2,0,0.166666666666667,10,100,78,0.983843876252095,0.0877331794882444,0.234476289961322,Inf,0
"6467",0,1,0.0833333333333333,0.333333333333333,100,100,9,10.376427313453,0.113812409386617,0.337347218484297,Inf,0
"6468",0,1,0.0833333333333333,0,10,100,9,4.82548008503349,0.0736476958274996,0.341252950703213,0.4,0.527089256865538
"6469",2,2,0.166666666666667,0.166666666666667,1000,100,28,9.33391234854116,0.0854560278996539,0.127976799169739,119.818,5.84162067918473e-25
"6470",0,2,0.0833333333333333,0.166666666666667,10,10,43,3.14320828413808,0.0777178130869327,0.441635525569352,Inf,0
"6471",1,2,0,0.166666666666667,10,100,7,3.27315223544198,0.0684998283028227,0.495613840410446,2.48,0.478916376817431
"6472",1,1,0.166666666666667,0.166666666666667,1000,10,15,9.29461986272236,0.134899800457533,0.33291350243387,Inf,0
"6473",1,1,0.0833333333333333,0,1000,100,69,6.88004948163871,0.0680991312692582,0.329600740777373,Inf,0
"6474",1,1,0,0,1000,10,80,11.6291123347344,0.0263286916737247,0.335692462731251,Inf,0
"6475",2,2,0.166666666666667,0.333333333333333,10,10,97,1.76816841862863,0.0856657701196141,0.30161855118548,4.4,0.354570106759469
"6476",0,2,0,0,1000,100,70,14.9189478937387,0.091445527930665,0.095592886724766,Inf,0
"6477",0,2,0.0833333333333333,0,100,100,12,9.41730649000795,0.0818515015688016,0.235396065430719,6.19999999999999,0.045049202393558
"6478",1,2,0.0833333333333333,0.166666666666667,1000,100,58,9.44695992187553,0.106659964982469,0.0584480805072074,Inf,0
"6479",2,2,0.166666666666667,0,10,10,2,2.06766247699709,0.0768497825245595,0.462768689715506,2.65,0.617991879881754
"6480",2,2,0.0833333333333333,0,10,100,46,1.26720904351226,0.0864847059520371,0.241599228119178,7.1,0.13069711042679
"6481",1,2,0.0833333333333333,0.333333333333333,100,100,51,5.97480852643633,0.107369041283052,0.18699090816335,Inf,0
"6482",0,1,0.0833333333333333,0,100,10,23,9.46152775521,0.0929717421100275,0.341288821031763,Inf,0
"6483",1,1,0.166666666666667,0,100,10,28,6.02408580214353,0.109841238831262,0.329911114469262,Inf,0
"6484",1,1,0.166666666666667,0,10,10,50,1.99193930460672,0.0812650152868709,0.33542105697743,Inf,0
"6485",1,2,0.0833333333333333,0.166666666666667,1000,100,61,9.3828705098731,0.0875309522005643,0.26591773605359,Inf,0
"6486",1,2,0.166666666666667,0.166666666666667,10,10,16,0.920878535225608,0.0883208061080311,0.256934355108992,6.79999999999999,0.0785531598367983
"6487",2,2,0.166666666666667,0,100,100,80,4.17493695477964,0.103372438358815,0.0927722079488696,31.51,2.40898929327345e-06
"6488",0,1,0,0.166666666666667,10,100,56,4.69164392201304,0.0857123158385029,0.330070206217927,1.6,0.205903210732068
"6489",1,1,0.166666666666667,0,100,100,16,7.91473797370833,0.120008259012467,0.330172477016972,Inf,0
"6490",2,2,0,0.166666666666667,100,100,47,5.45591090675327,0.0785448922746072,0.390408340164695,3.68,0.451041490143655
"6491",0,1,0,0,10,100,88,4.75292823729493,0.0827627277568087,0.333055846734951,1.6,0.205903210732068
"6492",0,1,0.0833333333333333,0.333333333333333,1000,10,2,15.6090838465714,0.0613856928050126,0.339089422186359,Inf,0
"6493",1,2,0.166666666666667,0.333333333333333,100,10,84,4.24808171274478,0.10707571201743,0.210515194694678,Inf,0
"6494",2,2,0,0.333333333333333,1000,100,33,8.98798504250135,0.0791390846582831,0.475663039911334,0.966999999999996,0.91475789966103
"6495",1,1,0,0.166666666666667,100,100,29,6.96967080743735,0.0313861342674299,0.329149024872133,Inf,0
"6496",1,1,0,0.333333333333333,10,10,34,1.43836736008347,0.0926074702808441,0.335205635418389,Inf,0
"6497",2,2,0.0833333333333333,0.166666666666667,100,100,75,5.80911619101789,0.0862260970035956,0.174720902514925,9.32499999999999,0.053470001113815
"6498",1,1,0.166666666666667,0.166666666666667,10,10,5,3.04216355253724,0.0829881578333366,0.334115628695155,1.2,0.548811636094026
"6499",0,2,0,0,1000,100,82,14.201783214397,0.11706067514466,0.0548730490176094,Inf,0
"6500",0,1,0,0,10,100,55,5.20657478282945,0.0795590908905911,0.335276192821359,0.4,0.527089256865538
"6501",0,2,0.166666666666667,0.333333333333333,10,100,53,3.90535223600249,0.0863343218184894,0.277404276699832,1.4,0.49658530379141
"6502",1,2,0.166666666666667,0.333333333333333,10,100,75,3.45741056562738,0.0828537556106598,0.329048871646659,0.0799999999999997,0.994124368210494
"6503",2,2,0.166666666666667,0.333333333333333,10,100,11,0.163831261855286,0.096866748032443,0.136433204606871,14.65,0.00548500669785527
"6504",0,2,0,0,1000,100,42,14.7546462128985,0.0856697019813875,0.102018515202089,Inf,0
"6505",1,1,0,0.333333333333333,100,100,89,8.27192241567047,0.032180221459548,0.331251686589678,Inf,0
"6506",0,2,0,0.166666666666667,10,10,46,3.56389492298165,0.0834962381250806,0.296726114615695,1.55,0.460703780998966
"6507",1,1,0.0833333333333333,0.166666666666667,100,10,19,7.98272187980029,0.069202569690897,0.332101690260039,Inf,0
"6508",1,2,0.166666666666667,0.333333333333333,100,100,45,5.08345188287547,0.111510118810019,0.231035015245501,Inf,0
"6509",0,2,0.0833333333333333,0.166666666666667,100,100,7,8.15750413366897,0.0870888244171739,0.160905586220027,Inf,0
"6510",1,2,0.0833333333333333,0.333333333333333,1000,10,94,8.91178551729354,0.0587979408908509,0.238397529880517,Inf,0
"6511",1,1,0,0.166666666666667,1000,100,77,13.1386745190362,0.00551760126006371,0.338519674477778,Inf,0
"6512",1,1,0.0833333333333333,0,10,100,46,1.54600382479439,0.0761285930344203,0.3344791056107,4.4,0.110803158362334
"6513",0,2,0,0,100,10,65,8.00844583014228,0.0959216662014675,0.140188758550712,Inf,0
"6514",2,2,0.0833333333333333,0,100,100,35,5.93738524852341,0.0928081323517358,0.130195435021185,15.065,0.00456828417693427
"6515",1,2,0,0,100,100,63,6.31875395420587,0.0788411407410958,0.305700017491892,4.688,0.196121714820116
"6516",1,1,0.0833333333333333,0.333333333333333,10,100,52,3.75439134455235,0.0739951009833955,0.33499731513675,1.2,0.548811636094026
"6517",1,2,0,0.333333333333333,100,100,80,5.12367819885532,0.0600290551503534,0.272312678348359,4.88,0.180797994096962
"6518",2,2,0,0,10,10,36,0.0225578124597696,0.0896594566617918,0.211307978556316,9.7,0.0457960086629709
"6519",0,1,0.166666666666667,0,10,100,69,3.80682537597331,0.0884686567433712,0.336897098353554,3.6,0.0577795711235973
"6520",0,1,0.166666666666667,0,1000,100,70,14.9835983433086,0.153075097939787,0.329905382062829,Inf,0
"6521",1,2,0,0,10,100,74,2.98763134108103,0.0813420147275979,0.373773427756726,2.48,0.478916376817431
"6522",2,2,0.166666666666667,0.166666666666667,10,100,31,1.57784611985039,0.0895831424007614,0.222509631480992,4.4,0.354570106759469
"6523",2,2,0.0833333333333333,0.333333333333333,100,10,62,4.65673215984538,0.0832713082682199,0.256154144516556,8.78499999999999,0.0667039637880674
"6524",0,2,0.0833333333333333,0.166666666666667,100,10,99,7.41343620854451,0.0871147438586585,0.207073508278431,Inf,0
"6525",2,2,0,0.166666666666667,10,10,9,1.56220834583235,0.0856114895873784,0.285109087063503,2.2,0.699029275765967
"6526",0,2,0.166666666666667,0.333333333333333,10,10,45,2.74715251380411,0.0861372816150191,0.26848496883143,3.95,0.138761312242955
"6527",2,2,0.166666666666667,0.166666666666667,10,100,12,2.42485337783934,0.0855896285143318,0.261753882584881,2.65,0.617991879881755
"6528",1,1,0.0833333333333333,0,1000,10,61,10.6809474727982,0.127353837993636,0.340205135459354,Inf,0
"6529",0,1,0.166666666666667,0.333333333333333,100,100,85,9.64577524367803,0.0974095175765309,0.334848779187079,Inf,0
"6530",1,2,0.166666666666667,0.166666666666667,1000,10,41,5.71556639643904,0.145034088580224,0.0743893418612246,Inf,0
"6531",2,2,0.166666666666667,0.166666666666667,100,100,99,5.61730797302857,0.0887342348464667,0.173210270459725,11.645,0.0201959331025942
"6532",1,1,0.0833333333333333,0.333333333333333,1000,10,65,10.9691754055882,0.0883698329658684,0.330370941483806,Inf,0
"6533",1,2,0,0.333333333333333,10,10,21,2.5372430209891,0.0797260864286015,0.349310440869627,2,0.572406704470879
"6534",0,1,0.0833333333333333,0.333333333333333,10,10,90,4.63347086753058,0.0768386872992221,0.331461727747211,0.4,0.527089256865538
"6535",0,1,0.166666666666667,0.333333333333333,100,10,47,8.39874428019723,0.102336699460686,0.328965236162127,Inf,0
"6536",0,2,0.0833333333333333,0.333333333333333,100,100,50,9.5481302718095,0.0806464148465312,0.314818555115892,2.47999999999999,0.289384217939052
"6537",0,1,0.0833333333333333,0.333333333333333,100,10,20,10.1273068865152,0.0808001897282073,0.331357846469049,Inf,0
"6538",2,2,0.166666666666667,0.333333333333333,100,100,35,6.15423849324623,0.0874500165982525,0.183700704868746,8.62999999999999,0.07104321051877
"6539",0,1,0.0833333333333333,0.166666666666667,10,100,86,4.76202278710305,0.0841479281104617,0.332072631777663,1.6,0.205903210732068
"6540",0,1,0.0833333333333333,0.333333333333333,1000,100,2,16.2188082143148,0.0560835174696105,0.332513067547428,Inf,0
"6541",0,1,0.0833333333333333,0,100,100,54,10.2161360445908,0.121433720058135,0.334407795561459,Inf,0
"6542",0,1,0.166666666666667,0,10,100,45,5.18554271069323,0.0790247343883883,0.329052127035357,0.4,0.527089256865538
"6543",0,1,0.166666666666667,0.166666666666667,10,100,34,3.92676175233943,0.0862876492534116,0.332674332798931,3.6,0.0577795711235973
"6544",1,2,0.166666666666667,0.333333333333333,1000,10,63,7.8327607525016,0.102429772242463,0.258976024294896,Inf,0
"6545",1,2,0.166666666666667,0.333333333333333,10,100,52,1.95094322663858,0.0853749615233384,0.314266239799435,4.88,0.180797994096962
"6546",1,2,0.0833333333333333,0.333333333333333,100,10,26,4.90685662160243,0.0786144687199987,0.321281273349382,10.256,0.0165108145952384
"6547",0,2,0.166666666666667,0,1000,100,4,12.0301118017601,0.14801282863607,0.0225663982571777,Inf,0
"6548",1,1,0.0833333333333333,0.166666666666667,100,100,91,4.33991787364192,0.0961115165664979,0.336398889315559,Inf,0
"6549",0,1,0.166666666666667,0,10,10,100,4.66771326517468,0.0811614169501235,0.336828701330389,Inf,0
"6550",0,2,0.0833333333333333,0,100,100,4,5.56146960032913,0.130018922654557,0.0453097256184681,Inf,0
"6551",1,1,0.0833333333333333,0,100,100,92,7.91859077122695,0.0947994371434834,0.334898076589619,Inf,0
"6552",0,2,0.0833333333333333,0.166666666666667,1000,100,93,13.6242554373703,0.0790053511016682,0.195403342235986,Inf,0
"6553",0,1,0.166666666666667,0.333333333333333,100,100,69,8.63279128373119,0.13798436041459,0.333812059703892,Inf,0
"6554",2,2,0.166666666666667,0,1000,100,73,7.26635892927698,0.13694898810016,0.0353306309551198,280.3265,1.89494063091321e-59
"6555",1,2,0.0833333333333333,0,1000,100,72,7.16730169316725,0.124220488541089,0.0606087024343801,Inf,0
"6556",0,2,0.166666666666667,0.333333333333333,1000,10,35,10.9361407969998,0.0808575113776989,0.182498288966914,Inf,0
"6557",1,2,0,0,1000,100,45,9.12289641241568,0.0226538182640854,0.0426865494045116,84.2959999999999,3.67504825586819e-18
"6558",1,1,0,0.166666666666667,100,100,60,7.4370971183285,0.0464280963251168,0.336884227767958,Inf,0
"6559",1,1,0,0.166666666666667,10,100,98,2.62228826040904,0.0850283666783204,0.335460815419135,3.6,0.165298888221587
"6560",2,2,0.166666666666667,0.166666666666667,1000,100,85,9.62356972760517,0.0863368966547697,0.129926808997948,116.2385,3.39515298670878e-24
"6561",0,1,0,0.166666666666667,100,10,38,10.0081358292368,0.0487733112492614,0.337087790110593,Inf,0
"6562",1,1,0,0,100,100,42,8.39926204519719,0.0322226883136214,0.339836032125973,Inf,0
"6563",1,1,0.166666666666667,0,100,10,72,3.18175745883735,0.117890157182215,0.336182041514554,Inf,0
"6564",0,2,0.166666666666667,0.166666666666667,1000,100,10,14.5495970414881,0.100267559099138,0.0737790643819368,Inf,0
"6565",1,2,0,0,100,100,60,7.34895874358244,0.0770343503576341,0.178980912475301,7.75999999999999,0.0512411359680443
"6566",0,2,0,0,10,100,50,3.93348517064879,0.0876586501950369,0.236518642188679,1.55,0.460703780998966
"6567",0,2,0.166666666666667,0.333333333333333,1000,100,96,14.8564979687312,0.0809510127089841,0.251146632234558,Inf,0
"6568",2,2,0.0833333333333333,0,1000,10,100,6.53430382586521,0.123318662761373,0.048121718375094,304.559,1.12547931627712e-64
"6569",2,2,0.0833333333333333,0.333333333333333,1000,100,9,8.16400241199972,0.0803255726081882,0.383084649190579,19.585,0.00060296672115816
"6570",0,1,0.166666666666667,0,10,10,30,1.66308213213451,0.0989709472904296,0.318185772153255,Inf,0
"6571",1,1,0,0,10,100,38,4.03981371720475,0.0740030873982396,0.333479281140941,0.2,0.90483741803596
"6572",0,1,0.166666666666667,0,100,10,38,10.7087030480234,0.0654525592372403,0.343947905767522,Inf,0
"6573",2,2,0,0.166666666666667,1000,100,56,6.92240461622259,0.0811515952707487,0.196457401256534,80.2029999999999,1.57760220899668e-16
"6574",0,1,0.166666666666667,0,100,10,85,4.49895698197238,0.12714568736952,0.328492929160944,Inf,0
"6575",1,2,0.0833333333333333,0.333333333333333,1000,10,90,8.19874092093141,0.115053912345967,0.324214113749091,Inf,0
"6576",0,2,0,0.333333333333333,10,100,18,4.18255701084895,0.0763837956748836,0.485145144141738,0.800000000000001,0.670320046035639
"6577",2,2,0.0833333333333333,0.166666666666667,1000,100,20,8.9169226063068,0.0843578129639699,0.169081390931753,97.0764999999999,4.12141667877314e-20
"6578",0,2,0.166666666666667,0.166666666666667,1000,10,35,10.8985230402325,0.0999111896541342,0.0876627117188345,Inf,0
"6579",1,2,0,0,1000,100,5,8.7906543729905,0.0195048334293612,0.0454855165002449,Inf,0
"6580",1,2,0.0833333333333333,0,10,10,100,1.46531083268729,0.0875637094867537,0.254584737735871,3.92,0.270233270985541
"6581",1,2,0.0833333333333333,0.166666666666667,10,100,70,2.75397994657123,0.0789595684936189,0.402988004107489,2,0.57240670447088
"6582",0,1,0.166666666666667,0,100,100,84,10.4854372154056,0.114985389094828,0.337199808232509,Inf,0
"6583",0,2,0.0833333333333333,0.333333333333333,1000,10,51,11.1460143741519,0.07996576823116,0.394144666544751,Inf,0
"6584",1,1,0.0833333333333333,0.333333333333333,10,10,69,2.43669713024804,0.0757626682187138,0.333991633272753,Inf,0
"6585",2,2,0.0833333333333333,0.333333333333333,10,10,51,0.515518840415783,0.0895279672335459,0.225579119467492,6.65,0.155581143608583
"6586",0,1,0.166666666666667,0.333333333333333,10,10,23,3.77813274546175,0.0861079769698399,0.333989180239528,Inf,0
"6587",0,1,0.166666666666667,0.333333333333333,100,10,94,7.97846464845003,0.110437619543127,0.336478850139312,Inf,0
"6588",1,1,0.0833333333333333,0.166666666666667,100,100,31,6.34339426398776,0.131678161755294,0.334323408710199,Inf,0
"6589",0,2,0.0833333333333333,0.166666666666667,10,10,31,2.915767467275,0.0880797720826416,0.26094535464679,6.35,0.04179410408492
"6590",2,2,0.0833333333333333,0,10,10,88,0.190252999860874,0.0889712072304827,0.235224661870964,11.65,0.0201528883399488
"6591",0,1,0.0833333333333333,0.166666666666667,10,100,93,4.5605472957912,0.0765863142482387,0.325897299133309,Inf,0
"6592",1,1,0.166666666666667,0.166666666666667,1000,10,34,10.2170442291724,0.138875106930723,0.338201320211,Inf,0
"6593",0,1,0,0.166666666666667,1000,100,84,16.4496781199718,0.00862591336182709,0.335361642596832,Inf,0
"6594",1,1,0,0.333333333333333,10,10,48,3.25128418867167,0.0790558118264948,0.331671608705817,0.4,0.818730753077982
"6595",0,1,0.166666666666667,0.333333333333333,1000,10,1,12.7127141218969,0.137425909560272,0.329505097622783,Inf,0
"6596",1,1,0.0833333333333333,0,1000,100,20,8.8786630153586,0.115778981633944,0.3289931468021,Inf,0
"6597",0,2,0.166666666666667,0.166666666666667,10,10,77,3.64088608561434,0.0829632045632301,0.341273117188055,1.55,0.460703780998966
"6598",0,2,0.166666666666667,0,100,100,35,8.07635360619139,0.112084389136501,0.0727969832074357,Inf,0
"6599",0,2,0,0.333333333333333,1000,10,51,12.1477548530668,0.0725100151077034,0.497921836016916,Inf,0
"6600",0,2,0,0.333333333333333,1000,100,67,14.4680307130179,0.0794384299357396,0.456056053298315,Inf,0
"6601",1,1,0,0.166666666666667,100,10,84,7.95744693943723,0.047470536958459,0.337597257966206,Inf,0
"6602",0,1,0,0,10,100,96,4.29021584303037,0.0702122781833349,0.339363797249676,1.6,0.205903210732068
"6603",2,2,0.0833333333333333,0.166666666666667,1000,10,21,7.05905703203962,0.0898190101421242,0.11616377748793,181.924,2.87947786840366e-38
"6604",0,2,0.166666666666667,0.333333333333333,1000,100,68,14.4995531391942,0.0805628139017247,0.223387159609469,Inf,0
